srid,dob,dod
JoneBu20,1888-10-23,1985-09-08
HickVi00,1957-01-19,
CernJo20,1942-04-26,
NacuKa00,1995-03-03,
RuudTo20,1953-07-26,
SardTo20,1932-12-05,2006-05-28
birnetom01,1956-08-11,
CollRi21,1926-11-09,2006-04-09
AbruFr20,1908-01-22,1986-06-13
CeleGa00,1988-05-29,
JochAr20,1915-10-19,1997-11-04
ReppMi20,1951-08-24,
CorbSt20,1951-08-11,
WestBo20,1919-05-05,1980-10-23
PoweWa21,1965-02-04,
HursDe00,1991-03-24,
SmitJi22,1945-07-12,
CoxxBr01,1994-06-25,
FlorAn20,1966-12-11,
KuglPe20,1959-08-09,
WebbKe00,1935-08-15,2003-09-20
DaviAn25,1967-02-28,
JuddSa20,1919-11-29,1990-03-31
VanDAl00,1974-07-24,
GreeLa20,1976-07-10,
StotHa20,1907-05-11,1939-11-13
SimoLe20,1919-11-20,1973-08-14
AmbrJo20,1910-03-24,1995-11-07
WellJo01,1935-11-26,
SimsWi20,1970-12-30,
WattCr00,1991-06-20,
JackEd00,1991-12-19,2018-02-04
JackTa00,1983-04-21,
ReisEa20,1899-05-26,1956-09-29
TateRo00,1973-10-19,
EvanRu20,1965-02-03,
MeadAd20,1974-01-25,
BannJu20,1979-04-18,
JenkFl20,1959-11-04,
SandZe00,1989-12-04,
VenaWi00,1987-03-31,
AlveSt20,1957-04-04,
BeasFr00,1974-09-18,
PoolBr01,1992-10-20,
SmitKe04,1991-12-21,
WillMa22,1985-01-31,
JoneKe02,1982-08-21,
JohnRi01,1947-05-13,
ThomMa20,1969-05-06,
JohnMa22,1953-08-14,
WillJe22,1967-07-05,
LeggBr20,1966-01-16,
ONeiBi20,1910-04-06,1987-04-27
CadeTr00,1989-02-01,
AdamKe00,1938-10-12,
QualEl00,1995-02-11,
SidoAl20,1919-12-19,1980-04-12
LoweWa20,1897-10-10,1951-03-07
richewad01,1976-05-19,
ColeXa00,1995-01-13,
DrakKe00,1994-01-26,
ShelDe00,1989-03-04,
ColqDu20,1982-05-06,
BarrSh00,1992-11-17,
ReedRo00,1975-01-14,
DeVlCh21,1947-01-02,
WintCh20,1960-10-22,
JohnTr02,1960-11-16,
RainBo00,1987-10-16,
CastSi20,1985-10-12,
HendDe00,1982-03-26,
CornFr20,1944-06-20,
MuirDa20,1983-09-12,
WillCl01,1955-01-25,1994-09-17
HessWa20,1894-10-28,1963-08-00
YeatWi00,1988-04-10,
MitcKe21,1971-01-01,2007-04-29
MortEm20,1916-04-08,2000-01-12
CoopEa00,1957-09-17,
KuppJa00,1941-03-12,
LaneJo00,1987-02-04,
GednCh00,1970-08-09,2018-03-09
McKiPh20,1954-07-08,
DeexBo00,1933-05-18,1979-04-18
CarsGl01,1990-12-05,
FaggDe20,1979-06-13,
GoffMi20,1976-01-06,
JoseZi20,1903-05-31,1977-11-24
MarkLo20,1914-12-21,1961-10-24
BostKe00,1961-01-17,
ZimmCo20,1901-09-23,1967-08-14
BrouBr00,1987-12-25,
SullTo00,1950-03-05,2002-10-10
OgleAl20,1967-01-27,2009-09-26
ChavLa20,1963-12-20,
LiedMi00,1992-01-15,
RussDe00,1969-06-22,
HartBr00,1986-11-22,
SparAl21,1920-05-20,2005-07-09
GilbWa20,1900-12-19,1958-09-07
CartJo20,1910-07-23,
HilgRu00,1962-05-09,
DerbJo20,1968-03-24,
ToscBu20,1909-04-19,1966-06-00
HarrLe20,1955-06-28,
KearTi20,1950-11-05,
KnapJa20,1910-01-12,1953-04-05
TiddGl20,1894-04-23,1970-10-03
EidsJi20,1954-05-10,
DaviHe20,1942-11-08,2000-06-11
MastTi99,1987-03-16,
SinnGr20,1964-08-29,
WhitDw00,1949-07-30,2008-06-06
GeorJe01,1992-01-24,
JoneJi23,1947-01-17,
MattCl20,1928-08-01,2017-03-23
ClarRi20,1974-06-06,
KocoDa00,1937-08-20,2013-04-24
CherJe20,1973-05-30,
FranJa00,1943-10-17,
SmitMi21,1962-10-24,
RaifJi20,1930-12-21,1994-09-17
WilsJo99,1985-03-11,
ManlPh00,1990-05-07,
JohnBa20,1968-02-01,
LewiJo22,1984-07-12,
JohnHe20,1958-03-20,
MattCh00,1989-10-06,
BouwSh20,1968-05-25,
elliolin01,1968-11-11,
McGePh20,1979-07-08,
CrafJa20,1976-02-13,
ScotWi00,1959-02-13,
FricBe20,1975-11-03,2011-02-21
MitcLe00,1944-09-22,
CranJa20,1899-06-08,1944-08-31
SarkHa20,1907-01-30,1964-04-10
SateBr00,1987-11-08,
GinnHu00,1947-01-04,
TousDa20,1958-10-03,
BingLe00,1926-02-03,1970-11-20
RiveMa01,1972-04-26,
RayxEd00,1947-04-05,
FullJe20,1962-08-08,
SheeFr20,1902-12-21,1984-09-02
DaGaFr20,1908-04-04,1980-05-13
FellDa01,1986-04-22,
WrigTi01,1990-04-07,
BavaMa00,1963-04-28,
DaviCo20,1914-12-18,1968-05-28
HausSt00,1985-06-29,
McCaBi20,1898-02-06,1942-04-19
WashLD01,1991-05-10,
TuinTo20,1958-02-21,
KarrBi20,1911-03-29,1979-10-29
BergRo20,1943-09-30,
PeteBr20,1964-03-05,
RollHe20,1965-09-08,
MargKe00,1958-10-05,
OsieSa20,1960-05-18,
MitcMi20,1961-10-18,
CrutTo20,1941-08-10,2002-02-16
PateHe20,1940-11-08,
WaltJo21,1954-10-29,
SchmJo00,1932-01-19,
PalmDe20,1922-08-27,2009-02-22
HoweJo21,1978-04-28,
CartWi20,1931-02-23,1986-06-06
LockEu20,1961-03-08,
MaynLe21,1920-03-21,2013-10-24
MitcBo00,1935-06-06,
KettEr00,1987-03-26,
LeexMo20,1938-07-11,
MariVi20,1918-10-02,2006-01-07
AlleMa00,1960-03-26,
SwilPa00,1964-10-25,
TaylKi00,1964-07-22,
MartHe21,1906-07-16,1975-06-25
GillHo00,1921-03-03,1985-10-28
BrowTr00,1971-07-02,
OwenCh00,1982-04-03,
HartJu20,1978-11-21,
KantJo00,1942-12-17,
WaltAl20,1964-03-14,
WallGo20,1899-08-06,1931-07-09
WilsDr20,1905-03-17,
MitcMa00,1985-03-11,
HardLe20,1947-08-17,2017-06-24
BrowTr01,1977-07-17,
DaviJo20,1903-01-24,1982-05-14
BranCo00,1987-10-05,
WillNi01,1990-02-21,
SwaiGe00,1993-09-16,
GausFr20,1905-02-11,1972-08-15
ClarPh20,1945-04-28,
ClarKe00,1966-06-11,2013-02-16
JoneAn00,1951-10-23,
HarkSt00,1949-08-03,
HenrUr20,1935-06-07,1979-02-26
AndeKe20,1975-10-04,2009-04-03
HoffDa20,1970-07-24,
AndeBi01,1929-03-03,
HolmEa20,1973-04-28,
WheeLe20,1969-01-15,
HickLa00,1935-10-09,2017-02-10
SimmPh00,1955-11-03,
HadlDa20,1948-10-08,
ColeJu00,1987-11-22,
HallDe20,1965-01-16,
AlbrTe20,1954-10-08,
GrifRo03,1989-11-22,
BrowBu21,1925-10-19,2004-02-23
SmitBo00,1942-05-18,
ElliJa03,1995-01-21,
BacaJe00,1990-01-10,
BittDo20,1954-01-05,
StewDa20,1978-11-01,
JoneKe01,1966-03-20,
BrinLa01,1923-09-12,2016-08-07
CoupAl20,1920-06-04,1998-07-03
DaviAn00,1952-09-08,
HoltTo00,1976-06-05,
AndeHe00,1991-08-03,
ScheEd20,1960-12-20,
DotsDe20,1971-06-10,
WatkSa00,1993-06-14,
NixoFr20,1958-09-22,
BailCa20,1964-12-15,
MondWo20,1952-05-03,
LeweVe20,1901-09-29,1980-04-16
LittGe20,1963-06-27,
HethCh00,1972-11-27,
RosaDa20,1959-07-06,
McDeKe00,1990-01-12,
PoilDi20,1920-08-13,1994-11-14
AriaGu20,1908-12-29,2001-02-10
FralBi00,1962-10-31,
SkocSt20,1920-10-12,2010-05-07
HughNa00,1985-01-18,
SchoLe20,1914-08-30,1972-05-00
BasnMi00,1977-09-03,
BlaiMi00,1974-11-26,
CrowJo20,1919-04-06,2008-01-22
HartJo20,1958-12-17,
SmitRa20,1978-10-22,
SmitAl98,1985-10-20,
GrifCo20,1976-12-03,
MaryRu00,1969-03-22,
ShorBr20,1977-07-11,
StalBi20,1946-09-09,
PuccBe20,1925-01-26,2013-07-08
BurnMi20,1954-04-06,
DelxJa00,1963-04-04,
WillSy00,1988-11-21,
FitzJa21,1964-02-01,
TurnJi22,1941-03-28,
RobiMa20,1962-09-13,
FearTo00,1922-12-03,2000-01-04
WychJa00,1982-04-19,
StalDu00,1975-02-27,
WillEd20,1961-09-08,
BrodHa20,1905-07-27,1989-02-13
HursCh20,1942-11-09,2015-11-04
HempDa20,1960-03-29,
NuttBu00,1931-02-16,2008-04-12
MiraGe00,1942-01-11,
HollTr00,1986-04-27,
CookEr00,1987-07-05,
LewiJo01,1995-08-31,
WashJo00,1953-09-24,
HarpAl00,1968-07-06,
BuccMi20,1917-01-09,1992-02-19
BrowDe00,1970-03-31,
FielJe20,1967-07-03,
BarbMi01,1953-06-04,
MorrAn01,1994-12-06,
TurnLa20,1982-03-08,
CourMa20,1961-12-21,
HordRo20,1934-12-25,2002-10-24
AtkiFr20,1941-12-13,
EvanJa22,1963-08-17,2015-11-19
LeexJe20,1955-05-23,
HagbRo00,1939-02-28,1970-04-15
JoacSt20,1952-03-27,
LawsTr99,1985-06-14,
HughDe00,1948-02-22,
MagaMi20,1938-05-25,2003-08-25
ArthGa00,1948-01-09,
DoubDa20,1960-09-25,
MillPr20,1915-09-18,1999-02-19
BoswBe20,1910-03-04,1968-05-30
NichMo00,1995-12-04,
GannCh20,1966-01-20,
WarfEr20,1976-03-03,
TaylSe20,1983-04-01,2007-11-27
KaneTo00,1964-01-14,
PageCr20,1976-01-17,
GlasBr20,1961-06-09,
BarnBr21,1981-06-12,
SchlMa00,1966-01-25,
SappBe20,1981-01-20,
ElliSe99,1985-07-09,
IngrMe00,1989-04-26,
GantBr20,1965-09-06,
HendZa20,1955-10-14,
CrumCa00,1971-09-05,
CrumGe20,1959-07-22,
BussBa20,1962-05-20,
HickBr20,1977-11-17,
YarbEr20,1963-09-22,
IsmaQa00,1970-11-08,
PoppBr20,1979-09-21,
PopeDa20,1975-03-28,
HectJo00,1960-11-26,
McLeSt00,1986-01-03,
HarmAn20,1969-04-06,
TurnBi00,1991-10-17,
SummJi20,1945-12-23,
McCrMi00,1970-07-07,
DrumKu01,1992-01-29,
BennMi00,1978-08-13,
DennRy20,1977-06-15,
WashFr20,1944-06-14,1985-08-08
AlleTe00,1968-02-21,
AlthJi20,1961-09-27,
McGeCl20,1926-08-08,1993-04-06
JenkCo20,1976-08-25,
FranWi20,1949-10-09,
PeteBe20,1977-03-28,
BerrHo20,1893-12-31,1976-04-29
VelaFe20,1985-02-22,
HardRo21,1956-07-03,
SchlCo00,1972-06-23,
ShepHe20,1952-11-12,
BashTa00,1994-03-18,
McDoBr01,1990-11-15,
LevaSt20,1920-03-26,1997-03-28
McAdMi00,1990-07-09,
MoorDe22,1951-10-07,
RaboBu20,1913-03-28,1991-12-21
BrezBo20,1941-04-28,
HankCa20,1897-12-31,1964-05-00
BurnRa20,1914-01-29,1996-07-19
PegrEr00,1969-01-07,
SeriWa20,1922-03-11,1994-06-21
TumaJe00,1976-03-24,
KrupJo00,1933-07-06,2011-09-13
MallIr20,1949-02-10,
Ta'aAl00,1990-08-23,
BrazCa20,1917-07-20,1978-05-03
FranJo22,1915-07-14,1981-08-11
MadyLa00,1989-12-13,
JoseRe20,1905-11-07,1983-09-17
BlanSi00,1940-04-29,
DaviA.00,1989-07-06,
JohnRo99,1987-02-13,
FishJo20,1967-11-29,
VoleBi00,1976-04-28,
ClarLe00,1933-01-10,2009-10-05
BarnTi01,1988-05-14,
SchwAd20,1908-10-14,1979-11-18
PhilDa00,1991-01-03,
MontMi00,1949-07-10,
RazzRi20,1955-11-15,
RoyeOr20,1973-01-21,
HopsTy20,1976-05-28,
LiljRy20,1981-10-15,
CurtIs00,1950-10-20,
PedeJi20,1907-10-19,1978-08-14
RobeC.00,1936-02-29,
JoneMi20,1954-07-12,
AlamIk99,1984-12-04,
williken01,1966-10-06,
BellRo00,1981-12-28,
CochEa20,1981-04-19,
RobiLe99,1987-04-23,
ObstHe20,1906-12-23,1975-08-27
GibsBu20,1904-08-07,1960-05-01
WhitWi21,1928-09-26,2013-08-01
AdicJo20,1964-06-29,
RichSh00,1990-11-29,
BarnLa20,1931-10-06,
HestRo20,1959-05-26,
WallRa20,1979-07-24,
CipaLa00,1951-10-05,
WhalBi20,1895-12-15,1961-01-28
WindRo00,1985-04-24,
ScotRa20,1894-09-26,1936-08-15
BarrJe20,1951-05-24,
FullJo21,1946-03-03,
HaroGe20,1942-04-13,
BakeJo24,1972-08-13,
OsgoKa00,1980-05-20,
McCoKe20,1972-01-23,
KoniJo20,1921-08-29,2003-12-30
BradHa20,1905-09-27,1973-11-30
BaxtLl20,1923-01-18,2010-02-02
JohnKe24,1947-03-12,
SmitSa00,1967-05-16,
PleaAn20,1968-01-27,
EvanDo21,1970-05-13,
GainPh00,1991-04-04,
MoorSi00,1990-05-02,
FeagWi20,1937-08-28,1990-08-20
MuhaMu20,1973-10-19,
ColeSt00,1994-05-13,
McEwCr00,1965-12-16,
BrewSe20,1977-10-05,
GranEr20,1976-05-17,
MostRi20,1938-07-01,
ClemBo00,1939-08-27,
OlivFr20,1952-03-03,
EganDi21,1904-02-02,1984-05-15
KozlSt20,1924-02-05,1972-08-23
WageCl20,1920-01-20,1996-02-29
SugaLe00,1929-04-06,
ParkJo20,1923-07-11,1998-12-27
SchwDo20,1956-02-24,
CabrBr20,1956-06-23,
PerrBo00,1964-10-16,
ThomRo22,1965-12-21,
MillCa21,1953-08-31,
VillCh20,1973-06-09,
MoorEr20,1965-01-21,
FarrMi01,1943-04-08,
YankRo20,1946-10-23,
PeteRu20,1905-08-25,1971-10-10
WildBe20,1939-04-14,
MillCh20,1965-05-09,
JackRo23,1959-02-28,
MannEl00,1981-01-03,
MeekEd20,1897-09-30,1963-10-15
ThreJa20,1975-04-26,
JohnAl23,1977-11-11,
HolcTe20,1913-06-21,1974-05-20
BennPh20,1935-02-14,2002-12-15
WaymDa00,1958-07-01,1993-04-30
TommCl20,1915-04-08,2000-01-06
CaldAn20,1986-04-19,
HarvFr20,1971-01-19,
SilvDo20,1968-12-25,
MileEd99,1984-07-06,
PalaLo20,1933-07-28,
CopeHo00,1971-01-02,
AbshDi20,1944-04-19,
VigiZa00,1991-03-28,
StanBa20,1896-02-08,1975-07-17
DoveBo00,1921-02-21,2006-04-19
PuriLo01,1992-12-16,
FloyEr20,1965-10-28,
McCaJa20,1903-10-04,1973-05-29
GoblLe20,1932-07-23,
JackBo20,1921-10-26,2010-03-14
ThomTy00,1981-05-21,
OlseEr20,1988-06-16,
RichPe20,1905-05-13,1989-04-04
TafoJo20,1978-09-06,
RossJo00,1994-11-27,
BryaRo20,1981-02-17,
ReevBr00,1970-07-10,
GillRa20,1956-08-01,2002-02-10
GainWe21,1953-02-04,
DysoAn20,1979-05-25,
LeexAm00,1971-10-01,
HardDe21,1956-05-02,2018-04-21
WymaAr20,1895-08-20,1961-03-04
MannEr20,1941-06-27,2013-04-11
BellJo02,1989-05-18,
HaddMi00,1961-12-27,
RosdHa20,1941-08-24,2004-06-15
ElneSh20,1906-05-10,1965-11-03
HallCh00,1986-05-23,
SartMa20,1963-03-09,
PopeMo20,1978-01-27,
DaviSe00,1993-10-23,
HancKe20,1962-01-06,
GordJo02,1991-04-13,
GeraJo20,1970-01-06,
AbraSi20,1960-05-21,
WindSa00,1959-07-15,
WillHe22,1962-05-31,
DaugBo20,1942-10-04,
AsmuJi20,1958-12-02,
ScotLe21,1943-06-06,
BradLu20,1955-05-07,
AlleJa01,1991-08-27,
MoffTi00,1962-02-08,
IverEd00,1957-07-30,
BerrCh20,1902-10-18,1972-09-06
UpshMa20,1946-11-22,
ProkEd20,1922-02-11,1955-05-30
MoeaTo00,1987-06-08,
PetiLu20,1976-06-16,
NeryRo20,1934-12-30,2002-04-04
FlutDo00,1962-10-23,
LoveCl20,1976-06-16,
MorrBa00,1972-01-13,
BrowMa25,1987-01-27,
KellPa20,1915-07-08,1977-05-18
WhitMi20,1957-08-11,
ButkHa00,1995-07-14,
JoneEl21,1920-08-04,1996-02-21
FaciIs00,1991-05-11,
WatsLo20,1963-01-11,
ReecGe20,1952-05-16,
lowernic01,1956-05-27,
GreeMo20,1978-07-17,
KeitBr20,1984-11-21,
MedlJu20,1983-10-23,
SmitDi20,1912-01-24,1980-04-15
SaubEr00,1994-05-01,
RutkEd00,1941-03-21,
GbajKa20,1977-09-24,
DumlDo20,1950-12-15,
BussYo20,1917-10-04,1945-01-07
JohnMa00,1977-08-27,
GoerAr20,1895-09-14,1970-02-05
CorbTo20,1918-01-11,2000-04-19
MaucCa20,1947-07-07,
BurrJo00,1940-11-22,
KeahDu20,1917-01-20,1999-04-01
OwenTe20,1944-07-05,2012-10-27
GilbDa20,1963-10-03,
KingJe00,1983-02-19,
BurrKe00,1948-07-14,
McWiJo00,1972-12-14,
KlauFe20,1902-09-26,1951-02-14
BrooMi00,1960-12-10,1993-07-21
McGiRa20,1950-04-28,2015-03-21
KirkRo20,1947-09-18,1981-09-05
ChapDo00,1977-08-22,
JoneJa04,1984-03-31,
SteiBi20,1899-05-28,1983-08-27
MehlLa00,1958-02-14,
HoffJa20,1930-03-11,2001-12-13
NoblBr21,1962-09-06,
StacZa00,1991-04-09,
JoneJe22,,1938-06-02
GiavBi20,1897-05-29,1991-06-20
ButtEd20,1903-08-18,1994-06-07
KattEr00,1963-03-04,
FeasBi20,,1950-12-11
NatsJo00,1994-02-01,
NewaBi20,1889-10-05,1962-02-09
AlleKe20,1978-09-14,
MarkHa20,1910-09-17,1989-04-19
PettGa20,1944-10-10,
PoolOl20,1922-04-18,2009-06-27
BeecEa20,1965-09-08,
ClayRa22,1958-09-29,
WendJa20,1954-05-31,
ThieR.00,1955-08-12,
PerrLe00,1957-08-14,
HollVe20,1948-06-27,1998-04-21
MorrRa20,1961-06-08,
McGiGe20,1897-09-17,1966-01-21
ClanJa00,1944-06-18,
WeldBo20,1895-11-07,1928-05-24
JarrCr20,1979-07-17,
SoutRo00,1945-05-08,
PesuWa20,1954-03-04,
AlleRo20,1986-02-10,
LoveTe20,1958-08-25,
GrimGe20,1922-07-03,1971-04-00
LaneAu99,1987-11-09,
KowaGa20,1960-07-02,
WillPe20,1961-05-12,
KingJa00,1987-02-27,
SkorEd20,1910-10-15,1996-12-22
GrgiVi00,1923-01-19,2005-12-26
CoexRo00,1993-05-18,
YounCh00,1951-02-05,
UlriCh20,1929-12-14,2006-04-10
RobiFr21,1930-09-02,
TratJu00,1988-08-28,
LeonBr01,1990-04-02,
EmanCh20,1973-06-03,
ReddVi00,1985-09-01,
HoraMi20,1959-02-01,
DunnGa20,1953-08-24,
WoffJa20,1978-06-06,
CartQu00,1977-10-13,
BeavAu20,1971-08-30,
JohnJe02,1988-06-12,
MaysDa20,1968-05-20,
SerwKa20,1976-07-23,
TryoJu99,1984-05-29,
PullHa00,1992-04-18,
KlecDa20,1981-01-12,
LiebDo20,1918-07-03,1982-11-07
WempDo20,1916-10-14,1943-06-23
RollAn20,1982-12-16,
DeWiRu20,1900-06-09,1984-03-00
RidgCo20,1937-02-19,1993-05-13
RyanTi20,1967-09-08,
McFaMa00,1986-08-04,
TaylKe21,1963-09-02,
TiltRo20,1963-08-09,
StanCh20,1976-01-29,
WardDa21,1964-03-10,
TreaLa00,1995-06-14,
HallAn00,1980-11-26,
MazzVi20,1925-03-25,1993-12-05
MeckKa00,1960-09-01,
HerrDa00,1989-03-21,
SaxoMi20,1962-07-10,
FiguYa00,1983-01-10,
GoodMa00,1990-11-19,
FordFr00,1938-03-30,
RiveDo20,1951-08-30,
DougJo21,1945-01-12,2005-04-05
BravAl20,1930-07-27,
RoseBa20,1968-07-28,
SeabCh20,1918-02-13,1981-03-18
KondJo20,1921-02-23,2005-05-27
CampGa20,1952-03-04,
JoneZa00,1995-03-30,
PierTe20,1981-06-21,
SuheMa00,1958-07-07,
LeexCh00,1977-11-19,
BickEr00,1980-07-25,
LiviWa20,1938-07-05,
MannJi20,1900-11-20,1973-08-05
ScanJe20,1957-01-04,
PattMa20,1915-01-31,1961-04-03
DeViMi99,1984-06-10,
NordJa00,1984-07-08,
UndeJa20,1894-12-08,1936-12-31
TaylCh21,1920-01-24,1994-05-07
BarkEd00,1931-05-31,2012-09-06
IfedGe00,1994-06-02,
PhilDi00,1970-10-30,
BrigO.20,1969-09-29,
ShanCa20,1938-04-28,
JoneDa24,1968-11-09,
EnglDo00,1953-08-25,
RemoRo20,1964-08-07,
HensLu20,1959-03-25,
BildDi20,1919-05-17,1996-11-29
BehaCh20,1920-08-04,1945-05-18
WhitPa20,1921-11-13,1974-06-03
MaysKi20,1975-01-07,
MrucSc20,1982-04-05,
TrudJa00,1962-09-09,
JoneKe20,1901-03-12,1983-01-03
WilsKa20,1964-09-10,
KracMi20,1982-09-09,
JoneJo21,1948-01-07,
McCrDe00,1991-05-11,
MackJa20,1916-06-29,2000-10-27
BailEr20,1963-05-12,
YounGl22,1929-12-22,2013-10-13
McLeKe00,1974-10-17,
HebrVa00,1970-10-07,
McClMi20,1939-10-10,2010-06-25
ClarSt22,1960-08-02,
IacaCo20,1943-08-18,
VictJo00,1988-07-10,
JackLa23,1964-08-10,
RyanEd20,1925-12-29,2002-10-21
CollTi20,1954-05-31,
FortAl20,1918-01-20,2007-08-29
JeffBi20,1918-03-17,1974-03-10
DingNa20,1971-07-23,
LundWa00,1983-09-08,
LeahJe20,1934-10-15,
MersSc20,1965-04-08,
TurnNa00,1969-05-28,
SetzBo20,1976-06-16,
LogaDa00,1954-02-02,
HutcAn20,1961-02-04,
WyriJi20,1976-12-31,
GarrLa00,1937-05-23,
ElkiLa00,1943-07-28,
ModzDi00,1931-02-16,
CrumBo20,1951-06-28,
Nielxx20,,
BricSh20,1898-06-20,1929-01-03
HallRa20,1952-02-08,
SimpMi20,1947-03-13,
FuggTi00,1989-07-01,
GoodHu00,1972-10-10,
WilsJo00,1950-08-11,
KirkWi20,1966-01-29,
KingKe00,1957-03-07,
HarrRy20,1985-03-11,
DougBo00,1947-06-22,
TillAn00,1952-11-01,
SuttCh00,1989-09-07,
SturLy20,1914-01-18,1958-12-28
DiehDa21,1980-09-15,
JoseJo20,1984-04-16,
ColeAn20,1964-08-20,
AlbeTr20,1970-08-08,
NashKe20,1962-10-28,
SturCe20,1919-06-27,1972-02-00
RighJo20,1947-12-31,
NormBe20,1955-12-16,
GaleJu00,1988-03-27,
AuerHo20,1908-01-09,1985-11-12
FielJa20,1970-08-28,1999-08-29
JohnPr00,1945-02-18,
DaniCl00,1937-07-09,
DahlJo00,1993-04-09,
WillBr04,1987-10-12,
FranJo01,1989-10-23,
HuffDa20,1967-05-05,
JackHo20,1948-11-21,
YelvBi20,1933-05-19,2001-12-31
MannBr00,1975-04-22,
DaniCh00,1986-10-07,
PritRo20,1947-04-09,
HinkCl20,1909-04-10,1988-11-09
SimsTo21,1964-09-29,
AdamRo01,1994-09-15,
davisgre01,1965-10-29,
RushBo20,1955-02-27,
JoneCh21,1964-06-26,
FlahHa20,1961-12-25,
HarrFa20,1884-03-08,1963-10-02
HallCo22,1968-08-26,
SutrJo20,1940-05-08,
MoriTo20,1953-04-07,
BrigLe00,1955-05-19,
IsmaRa00,1969-11-18,
KoegVi20,1952-11-02,
DuMoJo20,1895-07-30,1959-02-23
TurnLa00,1993-05-15,
HarmDu00,1991-01-24,
SchuHe20,,
ZuccVi20,1935-09-04,
FarlDi20,1946-05-30,
BurtBr00,1989-07-31,
DowxWo20,1916-12-16,2003-03-24
LockSc00,1968-03-23,
NailJa20,1975-06-03,
RiveRo00,1971-11-13,
KotaDo00,1951-06-11,1983-12-16
McCuAn00,1975-11-11,
JuliFr20,1938-01-27,2013-05-04
BryaAn20,1981-11-06,
LeitAl20,1903-03-14,1969-04-12
StatLa20,1963-12-05,
HollMo20,1980-05-21,
LytlMa00,1975-09-04,
JustCh00,1924-05-18,2003-10-17
PeasGe20,1903-06-18,1984-10-26
CopeJi20,1953-06-23,1998-09-12
HodgAb20,1982-09-09,
FishEv20,1914-03-01,1963-12-16
ClarMi00,1995-10-26,
KanyAl20,1908-03-07,1985-10-00
LongKe22,1938-04-23,1991-08-15
KellPa21,1965-10-29,2003-03-27
PeteAd00,1979-07-01,
GileJi00,1954-11-08,
QuicGr20,1964-04-26,
MinnFr00,1960-01-01,
BobxAd20,1967-10-30,
NattRi00,1966-01-25,
ZettAn00,1992-08-09,
JackJe00,1990-02-06,
KelsCh21,1979-10-31,
JohnJo07,1989-09-10,
ConnJa00,1995-05-05,
TaylBo20,1940-02-05,2006-06-04
NwacUz00,1990-12-15,
GrayQu00,1979-05-21,
BowlTo20,1963-11-18,
MorrNi00,1995-07-10,
ChanSc00,1985-07-23,
ClayMa00,1961-04-08,
RemsDa20,1962-04-07,
HoagTe20,1962-04-11,
PaynLo20,1985-01-21,
CofaSt20,1894-05-05,1961-09-21
KoflMa00,1959-08-30,2008-12-19
FielJe21,1938-05-24,
MillAl00,1937-06-19,
SmitRo21,1977-11-15,
BrowCh00,1958-10-29,
BurtDe20,1963-08-10,
EvanRa21,1924-01-10,2008-04-25
HaysGe20,1924-08-29,2007-04-20
KnutGe20,1932-11-10,2008-02-09
ChanKa99,1988-04-03,
WilkGe20,1983-04-05,
YounFl20,1975-11-23,
AlmxJe20,1968-03-31,1993-12-14
NessAl20,1892-06-06,1967-03-11
NickEl00,1922-12-28,2007-02-27
GrimEd20,1963-03-22,
SoliJa00,1978-11-16,
KikaHa00,1992-07-24,
BentLe00,1979-11-07,
StilGa00,1974-07-11,
HuntMe20,1888-09-04,1997-07-28
LittCo01,1993-11-18,
JohnJo21,1941-07-05,
StevDi20,1948-02-23,
LavaCh20,1979-04-15,
LenzJo00,1990-09-22,
JenkJu20,1983-10-25,
DurhSt20,1958-10-11,2010-04-30
SmitWa22,,1965-08-30
FranWa00,1951-11-07,
DresCh00,1961-02-07,
CunnDo00,1945-09-14,2015-01-13
LeikTo20,1964-09-26,
ReubAl20,1981-01-26,
MaddBu20,1911-11-04,1956-03-14
JohnMe20,1972-04-15,
HaleCh20,1966-01-04,
WhitDa03,1936-06-14,1999-10-07
WillDa05,1992-04-03,
ShibJa20,1964-10-31,
BrinWa20,1895-05-24,1959-05-13
HarvMa20,1959-10-17,
NessJo20,1876-04-25,1931-07-29
ButlBi20,1937-07-10,
LandTo00,1924-09-11,2000-02-12
MartSa00,1965-08-21,
MickRa20,1973-01-04,
TreaJo20,1917-08-21,2003-08-26
LattMa01,1996-05-19,
PoolKe20,1958-10-20,
ColbAd00,1993-10-06,
JohnJa23,1981-08-14,
DewaJi20,1922-06-17,1989-06-30
CunnEr20,1957-03-16,1995-01-22
SciuSt20,1980-08-27,
TweeRo20,1964-02-20,
StroRi00,1965-03-11,
OBoyHa20,1904-11-03,1994-05-05
ManuEJ00,1990-03-19,
ProvTe20,1948-07-26,
KayxCl00,1961-07-30,
HannJo00,1951-04-04,
LammPe00,1943-10-20,
KindWa20,1899-08-05,1964-07-25
ElliJo20,1919-09-22,2000-01-09
KimbJo20,1918-06-14,2006-05-09
MitcGe20,1932-05-18,2008-10-27
GoodRo20,1907-08-23,1991-05-19
SwinCl20,1945-08-17,
GiveDa00,1980-08-16,
SheaDe00,1989-06-28,
ReynJi21,1921-08-21,1987-09-02
DishCh20,1974-02-27,
JoycBi20,1895-06-03,1974-08-29
StagJo00,1948-12-14,
SullCh20,1973-03-14,
KlimTo20,1925-11-24,2012-08-21
VinnPa20,1922-08-24,1994-10-23
PascMa99,1984-08-31,
SchuWi20,1967-05-01,
